dataset,seed,limit_dummies,iteration,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_depth,param_learning_rate,param_min_data_in_leaf,param_n_estimators,param_random_strength,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,exp_name
credit-g,0,,202,0.580269193649292,0.02024389090983382,0.01505742073059082,0.0072457269055920355,5,0.28500969037677665,23,129,11,0.7332589285714286,0.7390252976190477,0.710751488095238,0.783110119047619,0.7300967261904763,0.7392485119047619,0.023898121524669642,300,0.957426525297619,0.9604259672619048,0.9588797433035715,0.9520670572916667,0.9425106956845237,0.9542619977678571,0.0065152619684945194,CATBOOST
credit-g,0,,203,0.6979060173034668,0.03576081137700522,0.012442064285278321,6.076860973947422E-4,7,0.9774908310488903,22,84,1,0.6927083333333334,0.6603422619047619,0.7092633928571429,0.73046875,0.728422619047619,0.7042410714285714,0.025915136914982307,896,0.9584495907738095,0.9528459821428573,0.9313151041666667,0.9585193452380952,0.9440569196428571,0.9490373883928573,0.01031394078702324,CATBOOST
credit-g,0,,204,0.7047943592071533,0.015788026175935672,0.012466144561767579,0.0012307308329968882,7,0.9778817209656909,100,91,8,0.7340029761904762,0.6657366071428572,0.7412574404761905,0.6876860119047619,0.7122395833333333,0.7081845238095237,0.028280270251818174,845,0.964692615327381,0.9383021763392857,0.9475213913690476,0.9788527715773809,0.9738653273809523,0.9606468563988095,0.015453893018351008,CATBOOST
credit-g,0,,205,1.3717159748077392,0.03810450715380792,0.011738395690917969,0.0021279511006275995,8,0.4821967025565336,11,118,18,0.7237723214285713,0.7217261904761904,0.712983630952381,0.7457217261904763,0.6971726190476191,0.7202752976190476,0.015803525888868117,645,0.9752139136904762,0.9623325892857143,0.9477422805059524,0.9764462425595237,0.9708077566964285,0.966508556547619,0.010607881854733797,CATBOOST
credit-g,0,,206,0.8453564643859863,0.030609530177805697,0.011409378051757813,0.0023842066792526748,8,0.35567752150289533,88,79,7,0.7194940476190476,0.7057291666666666,0.7604166666666666,0.7291666666666666,0.7392113095238095,0.7308035714285713,0.01847666652629842,468,0.9541713169642857,0.950776599702381,0.9535784040178571,0.961821056547619,0.9535900297619047,0.9547874813988095,0.003710357624351692,CATBOOST
credit-g,0,,207,1.329496145248413,0.02811223009916907,0.012073707580566407,0.0022130557174572106,8,0.649887857133933,67,110,8,0.7174479166666666,0.7315848214285714,0.6969866071428573,0.7358630952380952,0.6716889880952381,0.7107142857142857,0.023768915332781523,812,0.9651343936011905,0.9587053571428571,0.9381394159226191,0.983944847470238,0.9634835379464286,0.9618815104166666,0.014654102386299777,CATBOOST
credit-g,0,,208,2.2654603481292725,0.04032792358608523,0.014474201202392577,0.002698790323132277,8,0.3253583915682155,88,195,9,0.7336309523809523,0.7369791666666666,0.7680431547619048,0.7669270833333334,0.7414434523809524,0.7494047619047619,0.014973392199442782,135,0.98681640625,0.9616117931547619,0.9725632440476191,0.9782366071428572,0.9717843191964285,0.9742024739583334,0.008275811847297573,CATBOOST
credit-g,0,,209,2.320452404022217,0.04355067306202969,0.01182255744934082,0.0011391577494927626,8,0.4674726175057703,27,193,17,0.706659226190476,0.7306547619047619,0.7496279761904762,0.7098214285714286,0.7018229166666666,0.7197172619047618,0.01790489955798942,657,0.9851306733630952,0.9631812686011904,0.9589727492559523,0.9870024181547619,0.9678896949404762,0.9724353608630952,0.011497072072210743,CATBOOST
credit-g,0,,210,0.7760106086730957,0.041268174829571444,0.012156105041503907,0.0015707146896507022,6,0.738131914164961,4,123,4,0.7036830357142857,0.6995907738095238,0.6817336309523809,0.7462797619047619,0.7392113095238095,0.7140997023809523,0.024628144780749383,749,0.9761904761904763,0.9503696986607143,0.9318033854166667,0.9615071614583333,0.966494605654762,0.9572730654761905,0.01521311194928572,CATBOOST
credit-g,0,,211,0.5869387626647949,0.011057546872277947,0.01077275276184082,0.0014274215578456268,5,0.4357357995337411,62,140,5,0.7453497023809524,0.673921130952381,0.7473958333333334,0.7129836309523808,0.7485119047619048,0.7256324404761905,0.02905146291226462,549,0.9602515811011905,0.9571707589285714,0.9569731212797619,0.9658319382440477,0.9531017485119048,0.9586658296130952,0.004240924829484507,CATBOOST
credit-g,0,,212,0.7317767143249512,0.0355013335026063,0.010568046569824218,0.0017401338998431475,5,0.8869599253673581,38,169,20,0.7317708333333334,0.6767113095238094,0.7699032738095237,0.7728794642857143,0.7591145833333334,0.7420758928571429,0.035755455870949276,246,0.9615420386904763,0.9720052083333334,0.9610072544642857,0.9691103980654763,0.9693661644345237,0.9666062127976189,0.004472843021934202,CATBOOST
credit-g,0,,213,1.2759439945220947,0.03661547530432283,0.011547136306762695,0.0015459429426460517,8,0.7707096640289162,9,106,3,0.669828869047619,0.6510416666666666,0.7632068452380952,0.6982886904761905,0.7358630952380952,0.7036458333333333,0.04129152578325673,900,0.966552734375,0.9492071242559524,0.9433942522321429,0.9690173921130951,0.940673828125,0.9537690662202382,0.011797177243475737,CATBOOST
credit-g,0,,214,1.0309449672698974,0.04420026947352522,0.011215019226074218,0.0015294493045530312,7,0.15799190072118036,82,161,17,0.7470238095238095,0.7507440476190476,0.781063988095238,0.7364211309523809,0.7353050595238093,0.7501116071428571,0.01658099727055377,124,0.9748651413690477,0.9571475074404763,0.9632975260416666,0.9729701450892857,0.9329659598214285,0.960249255952381,0.015091296624771074,CATBOOST
credit-g,0,,215,0.8396800041198731,0.024925244249238514,0.011291599273681641,0.001578620876820948,5,0.2938583839089144,8,190,1,0.7373511904761906,0.7418154761904762,0.7669270833333334,0.7518601190476191,0.7399553571428571,0.7475818452380952,0.010850092103462912,156,0.9607979910714286,0.9763881138392858,0.9741327194940477,0.9835495721726191,0.940731956845238,0.9671200706845238,0.01510829989787727,CATBOOST
credit-g,0,,216,1.7705936431884766,0.05716184125989023,0.011423444747924805,0.0018793766189100466,9,0.4079237613464949,94,90,1,0.7176339285714285,0.6504836309523809,0.7635788690476192,0.742001488095238,0.7081473214285714,0.7163690476190476,0.038199146793608356,712,0.981201171875,0.9696451822916667,0.9313848586309523,0.9732491629464285,0.9482770647321429,0.9607514880952381,0.01828381472325901,CATBOOST
credit-g,0,,217,2.3466749668121336,0.09883644418130703,0.013344573974609374,0.003039024272088649,9,0.8690140252837244,78,111,8,0.7431175595238095,0.691220238095238,0.7077752976190476,0.6882440476190477,0.7349330357142857,0.7130580357142856,0.022372399640983125,771,0.9482654389880952,0.9412086123511906,0.943905784970238,0.9750511532738095,0.9646809895833334,0.9546223958333332,0.013066718599697396,CATBOOST
credit-g,0,,218,1.2044111728668212,0.05297829142934522,0.012542104721069336,0.0016530151437767603,7,0.1720549840063903,77,169,6,0.7291666666666667,0.7178199404761905,0.7734375,0.7576264880952381,0.7526041666666666,0.7461309523809524,0.02004493837499131,179,0.9828520275297619,0.9537876674107143,0.9730282738095238,0.9761090959821428,0.9407784598214286,0.9653111049107143,0.015610737075564861,CATBOOST
credit-g,0,,219,0.5432653427124023,0.017926388577635642,0.011932039260864257,0.001962396340317319,5,0.47629829057320083,37,130,19,0.7204241071428572,0.6917782738095237,0.7451636904761905,0.754092261904762,0.7200520833333334,0.7263020833333333,0.02187949166308697,535,0.9652273995535715,0.9607398623511905,0.9562523251488095,0.9752604166666666,0.9309547061011904,0.9576869419642856,0.014776172686505981,CATBOOST
credit-g,0,,220,7.526515674591065,0.39939690682232637,0.01290445327758789,0.002805982027232286,10,0.8356052003154593,36,178,18,0.6739211309523809,0.7684151785714285,0.7712053571428571,0.7152157738095237,0.7650669642857143,0.7387648809523809,0.03842550349266703,312,0.9695056733630951,0.9471609933035714,0.9622628348214286,0.9837937127976191,0.9621117001488095,0.9649669828869047,0.011895913514193899,CATBOOST
credit-g,0,,221,0.38222565650939944,0.014060201083389555,0.013924551010131837,0.0015245846116840407,6,0.4687535850676693,98,62,7,0.7382812499999999,0.7230282738095238,0.7882254464285715,0.7088913690476191,0.7464657738095238,0.7409784226190477,0.026912650821730857,267,0.9633672805059524,0.9578334263392857,0.948916480654762,0.9488932291666667,0.9365350632440477,0.9511090959821429,0.009138925150592073,CATBOOST
credit-g,0,,222,3.4190811634063722,0.1523430314192389,0.018152666091918946,0.005903367371726293,9,0.7635507217427511,100,152,5,0.7243303571428571,0.7016369047619047,0.7511160714285714,0.7207961309523809,0.744047619047619,0.7283854166666666,0.017615396128618312,509,0.9646228608630951,0.9530203683035714,0.9656924293154762,0.9848167782738095,0.9581124441964286,0.9652529761904762,0.010807001519417802,CATBOOST
credit-g,0,,223,0.463213586807251,0.07502457521083283,0.012509012222290039,0.002765465773453296,7,0.1306636887744827,45,85,15,0.7715773809523809,0.7194940476190477,0.8058965773809524,0.7414434523809524,0.7574404761904762,0.7591703869047619,0.029081674901975066,32,0.8964960007440476,0.8764764694940476,0.8577938988095238,0.8449125744047619,0.8584798177083333,0.8668317522321429,0.017915781714707413,CATBOOST
credit-g,0,,224,4.524884414672852,0.24818914856191068,0.012888526916503907,0.0013434016335753507,10,0.5591151999405355,82,117,4,0.7360491071428572,0.6655505952380952,0.7501860119047619,0.7114955357142857,0.7667410714285714,0.7260044642857142,0.035242850474979416,542,0.9719354538690474,0.9607631138392858,0.9597749255952381,0.9667038690476191,0.9735514322916666,0.9665457589285713,0.005611353453275529,CATBOOST
credit-g,0,,225,0.6758996963500976,0.029712833940438266,0.012423992156982422,0.0026322753628412127,6,0.3545531669584746,28,106,8,0.740141369047619,0.7033110119047619,0.7780877976190478,0.771391369047619,0.7217261904761905,0.7429315476190477,0.02854176752800098,227,0.9735863095238095,0.9538109188988094,0.9481491815476191,0.9601236979166666,0.9466145833333333,0.9564569382440476,0.009795434414333738,CATBOOST
credit-g,0,,226,0.8267608642578125,0.007502412813749951,0.01296687126159668,0.0025609990539551142,7,0.32826313697714343,30,108,19,0.740327380952381,0.7124255952380952,0.7503720238095238,0.7684151785714287,0.7036830357142857,0.7350446428571429,0.02396497569486092,392,0.9666341145833333,0.9519624255952382,0.9529157366071429,0.9701683407738095,0.9446498325892857,0.9572660900297618,0.009596377873330005,CATBOOST
credit-g,0,,227,0.7296892166137695,0.039342794329933685,0.013385200500488281,0.004683430022065034,5,0.26696610777085866,99,173,14,0.750186011904762,0.6999627976190477,0.7379092261904763,0.7689732142857142,0.7198660714285714,0.7353794642857142,0.023871234666310127,385,0.9714704241071428,0.965576171875,0.965146019345238,0.9707263764880953,0.9258510044642857,0.9597539992559524,0.017146733239372845,CATBOOST
credit-g,0,,228,1.183070755004883,0.09186201363109307,0.012876796722412109,0.0021420718660417727,6,0.3848883039032285,67,197,13,0.7135416666666666,0.6675967261904762,0.7758556547619049,0.7390252976190477,0.7155877976190476,0.7223214285714284,0.035389692484010304,613,0.9791666666666666,0.9719703311011904,0.9452892485119047,0.9708193824404762,0.9693777901785714,0.9673246837797619,0.011522180087004343,CATBOOST
credit-g,0,,229,6.811662435531616,0.46686146138191736,0.015292835235595704,0.0041152766878019,10,0.7585697668896035,27,165,13,0.6889880952380951,0.6274181547619048,0.7526041666666666,0.6995907738095238,0.7276785714285715,0.6992559523809524,0.04223763109704655,946,0.9641462053571428,0.9586937313988095,0.9737258184523809,0.9745977492559524,0.9783644903273809,0.9699055989583332,0.0073080747590214615,CATBOOST
credit-g,0,,230,0.424434757232666,0.023933886429841362,0.016051769256591797,0.003910236982876374,6,0.6199384818851563,37,60,11,0.7200520833333333,0.6795014880952381,0.7222842261904763,0.7639508928571428,0.7440476190476192,0.7259672619047619,0.028203821585247466,543,0.9455333891369048,0.9465971447172619,0.9389183407738095,0.9601004464285714,0.9424409412202381,0.9467180524553571,0.007206048808416309,CATBOOST
credit-g,0,,231,0.5424163818359375,0.024168933425865208,0.014249372482299804,0.0035876447445030313,5,0.41007741467888104,59,115,14,0.7481398809523809,0.7280505952380951,0.7862723214285714,0.7248883928571429,0.7306547619047619,0.7436011904761904,0.0228080027522776,219,0.9562523251488096,0.9596005394345238,0.9574730282738095,0.9608793712797619,0.934721447172619,0.9537853422619047,0.009667046027868187,CATBOOST
credit-g,0,,232,1.3430110931396484,0.0350594436399702,0.014836740493774415,0.0022750583101546536,8,0.8793509217098295,37,103,7,0.6919642857142857,0.7118675595238095,0.6644345238095237,0.7085193452380952,0.7077752976190476,0.6969122023809524,0.01763902942600738,956,0.9481143043154762,0.9644368489583334,0.9230492001488095,0.9626581101190476,0.9634602864583331,0.95234375,0.015825708904773354,CATBOOST
credit-g,0,,233,0.5995457649230957,0.05407308047170548,0.010722732543945313,5.63205094775421E-4,6,0.5472232737471268,30,92,19,0.7488839285714286,0.6741071428571428,0.7446056547619048,0.7369791666666666,0.7382812499999999,0.7285714285714285,0.027571808704535756,505,0.9752139136904762,0.9567406063988095,0.9589494977678571,0.9780738467261905,0.9463820684523809,0.9630719866071427,0.0119005618179447,CATBOOST
credit-g,0,,234,1.32617244720459,0.02903508951232829,0.01379537582397461,0.0021186092857684224,7,0.939398978389511,36,170,20,0.6966145833333334,0.710751488095238,0.7650669642857142,0.6421130952380952,0.7565104166666667,0.7142113095238095,0.044486581631934634,748,0.9782133556547619,0.9616234188988095,0.9597749255952381,0.9636811755952381,0.9687383742559524,0.96640625,0.006620007774966802,CATBOOST
credit-g,0,,235,0.7285746574401856,0.010360587024908339,0.01279311180114746,0.0011229975644363424,5,0.8997539455425348,100,159,3,0.7133556547619048,0.6947544642857143,0.7040550595238095,0.7386532738095238,0.74609375,0.7193824404761905,0.019812354923036582,663,0.9607979910714286,0.9586356026785714,0.951020740327381,0.9782831101190477,0.9679710751488095,0.9633417038690476,0.009220636691468486,CATBOOST
credit-g,0,,236,0.8890647411346435,0.09027360639656815,0.012486982345581054,0.001606460319631655,9,0.15344486920521033,45,88,11,0.7405133928571428,0.7155877976190477,0.8175223214285715,0.7641369047619048,0.7550223214285713,0.7585565476190476,0.03374155459337273,38,0.9481608072916666,0.9318150111607143,0.9038434709821429,0.943789527529762,0.9369884672619048,0.9329194568452381,0.015579774068126337,CATBOOST
credit-g,0,,237,1.1206568241119386,0.01958849388562708,0.012151861190795898,0.0010792261795816013,7,0.2081081639471284,41,161,5,0.71484375,0.6750372023809523,0.7526041666666666,0.7574404761904762,0.7527901785714286,0.7305431547619048,0.031725277853062624,471,0.9834449404761905,0.9561360677083333,0.9534388950892858,0.9729468936011905,0.9515090215773808,0.963495163690476,0.012540185219636218,CATBOOST
credit-g,0,,238,0.7150784969329834,0.017632042776881966,0.012172412872314454,0.0020695253741388744,8,0.24803957052439496,36,80,8,0.7193080357142857,0.7308407738095237,0.8372395833333334,0.7451636904761905,0.7659970238095238,0.7597098214285714,0.04177968171206155,28,0.9663550967261905,0.9305245535714285,0.9352678571428571,0.9579380580357143,0.9394531249999999,0.9459077380952381,0.013815458992278451,CATBOOST
credit-g,0,,239,0.8143930435180664,0.05139246869282121,0.011364269256591796,0.0021405261639431163,5,0.17864442085330012,16,188,20,0.740141369047619,0.7066592261904762,0.7758556547619048,0.7615327380952382,0.7271205357142857,0.7422619047619048,0.024499851045407754,241,0.9697265625,0.9660877046130952,0.9489862351190476,0.9618443080357142,0.934326171875,0.9561941964285714,0.012985340973395779,CATBOOST
credit-g,0,,240,4.434260892868042,0.19815423928950385,0.015280532836914062,0.007603621632926505,10,0.6203893142277429,19,110,1,0.7176339285714286,0.7191220238095238,0.6653645833333334,0.7137276785714286,0.7609747023809524,0.7153645833333334,0.0303388552963994,733,0.9713192894345238,0.9688197544642857,0.9493698846726191,0.9745279947916667,0.9500325520833333,0.9628138950892857,0.010860353187229761,CATBOOST
credit-g,0,,241,2.1590929985046388,0.050624190095086466,0.014822912216186524,0.003392487388146494,9,0.6037968081652632,17,96,1,0.7018229166666667,0.7226562500000001,0.754092261904762,0.7643229166666667,0.7379092261904762,0.7361607142857144,0.022267295470316056,362,0.9826892671130952,0.9769926525297619,0.9388369605654762,0.9714587983630952,0.9694242931547619,0.9678803943452381,0.015238409408100851,CATBOOST
credit-g,0,,242,2.568452072143555,0.0834209997233606,0.015628862380981445,0.0033775611387903593,9,0.2951832250819366,45,133,3,0.7340029761904762,0.6901041666666666,0.7447916666666666,0.7593005952380952,0.7395833333333334,0.7335565476190476,0.02329641492922081,427,0.9812127976190476,0.9547758556547619,0.969784691220238,0.9852701822916665,0.9366396949404762,0.965536644345238,0.017911049448548492,CATBOOST
credit-g,0,,243,1.2478812694549561,0.066087252203333,0.012052392959594727,9.139756324824009E-4,8,0.18975965251127863,82,127,17,0.7261904761904763,0.6979166666666666,0.7730654761904762,0.7669270833333334,0.7663690476190476,0.74609375,0.02929082160628675,181,0.971435546875,0.9515322730654763,0.9543922061011904,0.9510207403273809,0.9408598400297619,0.9538481212797618,0.009916312350783876,CATBOOST
credit-g,0,,244,6.481340312957764,0.2776933423761821,0.013677310943603516,0.0022015028414553686,10,0.39724033212720933,98,163,3,0.7269345238095237,0.6954985119047618,0.7784598214285715,0.7356770833333334,0.7412574404761906,0.7355654761904763,0.026654045595609237,378,0.9722028459821429,0.9742838541666666,0.9702613467261905,0.9809221540178572,0.9659481956845238,0.9727236793154763,0.0049374216061936925,CATBOOST
credit-g,0,,245,3.4661144256591796,0.07329212284982016,0.01091175079345703,0.002102872208304435,9,0.3046262041697516,69,164,2,0.7334449404761905,0.7155877976190477,0.7838541666666666,0.7661830357142858,0.7855282738095238,0.7569196428571429,0.027889481413971268,54,0.9829217819940476,0.9649832589285714,0.9629603794642857,0.984712146577381,0.9565197172619048,0.9704194568452381,0.011304706608793954,CATBOOST
credit-g,0,,246,1.5740272521972656,0.09800321090660699,0.011823892593383789,0.0014103443912667835,8,0.7467637513070368,90,119,2,0.6986607142857144,0.7293526785714285,0.7327008928571429,0.728608630952381,0.7844122023809526,0.7347470238095238,0.027712153207106644,402,0.9706217447916666,0.9651227678571429,0.9445568266369048,0.9735281808035714,0.9418596540178571,0.9591378348214284,0.013311070585721858,CATBOOST
credit-g,0,,247,1.902642822265625,0.028312124265291012,0.013065719604492187,0.0022372026475741802,8,0.8336794557828822,2,150,14,0.6888020833333333,0.7170758928571428,0.6594122023809523,0.7005208333333334,0.71875,0.6969122023809524,0.021764696491277494,956,0.9454636346726192,0.9527762276785714,0.942626953125,0.9812127976190477,0.9606817336309524,0.9565522693452382,0.013829858071832752,CATBOOST
credit-g,0,,248,1.5977006435394288,0.048086049353502275,0.012199115753173829,0.0027458448024936136,9,0.36175681599106835,97,93,20,0.7687872023809523,0.6664806547619048,0.763764880952381,0.7516741071428572,0.7364211309523809,0.7374255952380953,0.037187422588002284,335,0.9661574590773809,0.9685058593750001,0.9593912760416666,0.9708775111607143,0.9493931361607143,0.9628650483630953,0.007751358458961679,CATBOOST
credit-g,0,,249,1.23219952583313,0.04320767457034311,0.010499382019042968,3.746031197413586E-4,7,0.53205479903868,81,162,11,0.6966145833333333,0.6722470238095238,0.7451636904761905,0.7438616071428571,0.73046875,0.7176711309523809,0.02867852378662847,693,0.9659016927083334,0.9662504650297619,0.9501139322916667,0.9823404947916667,0.9579264322916667,0.9645066034226192,0.010709646522452003,CATBOOST
credit-g,0,,250,0.6961235523223877,0.009731087111413463,0.011992645263671876,0.0026862386163454487,6,0.9005031179342798,9,114,1,0.6715029761904762,0.6067708333333334,0.7699032738095238,0.6595982142857143,0.6958705357142858,0.6807291666666668,0.05325928510604593,995,0.9646228608630952,0.9573102678571429,0.9391741071428571,0.945254371279762,0.9761439732142857,0.9565011160714286,0.013260270047232507,CATBOOST
credit-g,0,,251,0.5236961364746093,0.03640514307995646,0.01361842155456543,0.0039085907437473545,7,0.39010018424195636,86,74,3,0.7418154761904762,0.7194940476190477,0.7317708333333334,0.750186011904762,0.7020089285714286,0.7290550595238094,0.01696836443240099,492,0.9716913132440477,0.9458124069940476,0.9448939732142856,0.9639253162202381,0.9510672433035714,0.9554780505952382,0.010574769628261765,CATBOOST
credit-g,0,,252,3.1558249473571776,0.10690982139277491,0.013179206848144531,0.006032053855890256,10,0.7568448719763408,76,78,2,0.6824776785714286,0.6357886904761905,0.7196800595238095,0.7300967261904762,0.6923363095238095,0.6920758928571429,0.03306967333044365,976,0.9635881696428572,0.9612339564732143,0.9522763206845238,0.9786667596726191,0.9454868861607143,0.9602504185267857,0.01125004599925369,CATBOOST
credit-g,0,,253,0.3750370979309082,0.027130840174086044,0.011436796188354493,0.001401578196134456,5,0.9452448181786334,15,71,16,0.7260044642857142,0.6757812500000001,0.7499999999999999,0.693266369047619,0.6973586309523809,0.7084821428571428,0.026288266939276005,840,0.9364188058035713,0.9403134300595237,0.9584844680059524,0.9620186941964286,0.9703194754464285,0.953510974702381,0.013007382874032436,CATBOOST
credit-g,0,,254,2.65592737197876,0.1344500646371869,0.016501140594482423,0.006954203681563732,10,0.5204074664519531,3,77,9,0.7161458333333334,0.6679687499999999,0.7483258928571429,0.6947544642857143,0.75390625,0.7162202380952382,0.03237282701801505,717,0.9600888206845238,0.9714471726190474,0.941592261904762,0.9785272507440477,0.9484630766369048,0.9600237165178571,0.01375679672249174,CATBOOST
credit-g,0,,255,1.2789892673492431,0.10554027579093489,0.012323427200317382,0.0029391291851760333,8,0.6319588427505911,30,98,18,0.6763392857142857,0.716703869047619,0.6995907738095237,0.6897321428571428,0.7241443452380953,0.7013020833333333,0.017429384957553255,927,0.9793294270833334,0.9623325892857143,0.9502650669642857,0.9694126674107143,0.9532877604166666,0.9629255022321429,0.010627288429444255,CATBOOST
credit-g,0,,256,0.7909163475036621,0.024856790614102665,0.012254714965820312,0.002480391933654599,5,0.6317717949306119,89,183,20,0.726748511904762,0.7427455357142857,0.7144717261904763,0.7552083333333334,0.6826636904761906,0.7243675595238096,0.025026835529768216,575,0.9680640811011905,0.9674944196428572,0.9524042038690477,0.9807826450892858,0.9519159226190476,0.9641322544642857,0.010870003292301311,CATBOOST
credit-g,0,,257,0.46285390853881836,0.009223696353358722,0.010864973068237305,0.00117583752373638,7,0.8505834794889686,84,67,14,0.7124255952380951,0.6802455357142857,0.66796875,0.7226562499999999,0.734375,0.7035342261904762,0.025310581850420948,904,0.9535435267857142,0.9446382068452381,0.9302222842261905,0.9708193824404763,0.9325358072916667,0.9463518415178571,0.014861782260197317,CATBOOST
credit-g,0,,258,0.5963737487792968,0.03505156059372409,0.01150045394897461,0.002468557408281645,5,0.11095404124893289,98,152,10,0.7529761904761905,0.7167038690476192,0.8136160714285715,0.7751116071428571,0.7367931547619048,0.7590401785714287,0.03334931490024158,34,0.917422340029762,0.9346749441964286,0.9265485491071429,0.9231305803571428,0.9056105840773809,0.9214773995535716,0.009703855834268244,CATBOOST
credit-g,0,,259,7.972731733322144,0.31529472491472005,0.014776229858398438,0.0010158207708378117,10,0.5561766626385821,43,194,18,0.7328869047619047,0.6914062500000001,0.7300967261904763,0.7503720238095238,0.7477678571428571,0.7305059523809524,0.021105720914522442,472,0.9786783854166667,0.9539039248511905,0.9595889136904762,0.9857817150297619,0.9700637090773809,0.9696033296130953,0.01175643294480608,CATBOOST
credit-g,0,,260,3.7649675369262696,0.049176744932787925,0.01713385581970215,0.003233106092746721,9,0.944570819524947,15,159,18,0.7377232142857142,0.7074032738095238,0.7674851190476191,0.6824776785714286,0.722470238095238,0.7235119047619047,0.028565663558385877,590,0.9535202752976191,0.9635881696428571,0.9449986049107143,0.9854329427083334,0.9721795944940477,0.9639439174107144,0.01412308976365681,CATBOOST
credit-g,0,,261,4.83780689239502,0.1828024617856531,0.01437997817993164,0.0020356244576123493,10,0.109057326090484,75,183,5,0.7684151785714286,0.6986607142857143,0.8097098214285715,0.7637648809523809,0.7518601190476191,0.7584821428571429,0.035702386720672316,39,0.9722609747023809,0.9578566778273809,0.9708077566964286,0.967250279017857,0.9559616815476191,0.9648274739583332,0.006694549619876597,CATBOOST
credit-g,0,,262,1.915144109725952,0.08975868893980211,0.012024974822998047,0.001841866112372717,9,0.13957788882168154,51,136,11,0.7475818452380953,0.7336309523809523,0.7985491071428572,0.7650669642857143,0.7559523809523809,0.7601562500000001,0.021805990820196894,25,0.9711797805059524,0.9542759486607143,0.9500209263392856,0.9563220796130953,0.9419061569940476,0.9547409784226192,0.009591265613689231,CATBOOST
credit-g,0,,263,2.208184242248535,0.10634384486139997,0.01245741844177246,0.001455543628194763,8,0.3019722507287562,60,192,20,0.7527901785714286,0.7243303571428571,0.746465773809524,0.7559523809523809,0.7176339285714286,0.7394345238095237,0.015518075903302144,297,0.982177734375,0.9725283668154762,0.9614490327380952,0.9812941778273809,0.9781319754464286,0.9751162574404763,0.007623856253202914,CATBOOST
credit-g,0,,264,0.694869089126587,0.05260566308078409,0.012625408172607423,0.002035988119227706,5,0.19672531099192408,57,154,8,0.7565104166666667,0.7137276785714285,0.7302827380952381,0.7438616071428571,0.7639508928571429,0.7416666666666667,0.018066113584111417,258,0.962344215029762,0.9532063802083334,0.9423828125,0.9628208705357142,0.9210030691964285,0.9483514694940476,0.0155710662276347,CATBOOST
credit-g,0,,265,3.047527885437012,0.1706509729101635,0.014926862716674805,0.005074678139946784,10,0.7287016687576022,53,82,15,0.7155877976190477,0.6255580357142857,0.7840401785714286,0.7278645833333334,0.7353050595238095,0.717671130952381,0.05159239281577196,692,0.9834333147321428,0.9553455171130952,0.928129650297619,0.9758882068452381,0.9790736607142857,0.9643740699404763,0.020528423470944284,CATBOOST
credit-g,0,,266,0.40852975845336914,0.025290442294740402,0.011811447143554688,0.0019859496865307752,7,0.308243601604671,90,54,1,0.7165178571428572,0.6374627976190476,0.7758556547619047,0.7395833333333334,0.7552083333333334,0.7249255952380953,0.04784599356882614,562,0.9460623604910714,0.933837890625,0.9210379464285716,0.9631580171130952,0.8980538504464286,0.9324300130208334,0.02210670932986687,CATBOOST
credit-g,0,,267,2.2687044620513914,0.08343353054980275,0.013978052139282226,0.0037818861465788237,8,0.6756600186673675,6,172,18,0.6876860119047619,0.6934523809523809,0.7375372023809523,0.6878720238095238,0.6700148809523809,0.6953124999999999,0.022538318793191417,965,0.9798293340773809,0.9703659784226191,0.9485793340773809,0.9839680989583334,0.9599609375,0.9685407366071429,0.012967945043984987,CATBOOST
credit-g,0,,268,2.5869979858398438,0.053121346600138473,0.017210006713867188,0.0033483242756676534,9,0.7036854903502606,82,122,10,0.703311011904762,0.7066592261904762,0.6761532738095237,0.732514880952381,0.7234002976190476,0.708407738095238,0.01936654618619371,843,0.9495675223214285,0.9587751116071429,0.9377557663690476,0.9754115513392857,0.9773065476190476,0.9597632998511905,0.015112215206837226,CATBOOST
credit-g,0,,269,2.8603578090667723,0.06070239872173512,0.013894319534301758,0.002070804856432489,9,0.21642018493482967,74,158,17,0.7429315476190476,0.7429315476190477,0.8072916666666666,0.7234002976190476,0.7154017857142856,0.7463913690476189,0.032316344531308216,174,0.9833635602678571,0.9744931175595238,0.9695405505952381,0.9703427269345237,0.9605422247023809,0.9716564360119048,0.007413933048202059,CATBOOST
credit-g,0,,270,1.752666711807251,0.0350707973491981,0.011069059371948242,0.0020228269677495594,8,0.9494657716157375,62,137,1,0.6995907738095238,0.6776413690476192,0.7472098214285714,0.6765252976190477,0.7367931547619048,0.7075520833333333,0.02949057869658389,853,0.9686686197916667,0.9695521763392856,0.9491489955357143,0.9750395275297619,0.9614955357142858,0.9647809709821429,0.008924897058498107,CATBOOST
credit-g,0,,271,0.4161059379577637,0.016644540223508718,0.010159635543823242,0.0012992294607828303,5,0.4149935592671521,98,96,13,0.7544642857142857,0.710751488095238,0.7460937500000001,0.7888764880952381,0.7200520833333333,0.744047619047619,0.027592532203554596,209,0.9504627046130952,0.9463239397321429,0.9366978236607143,0.9581124441964286,0.9347563244047619,0.9452706473214286,0.008683581320110075,CATBOOST
